amount,payment_type,country_code,timestamp,delay_seconds
7462.08,1,840,2024-04-10 14:15:29,435
6045.81,1,840,2024-09-21 14:15:29,556
2196.77,1,840,2024-04-17 14:15:29,232
8855.65,2,124,2024-01-13 14:15:29,524
3471.48,1,840,2024-01-09 14:15:29,390
6459.6,2,356,2024-12-03 14:15:29,475
9194.18,2,840,2024-03-06 14:15:29,430
4483.58,2,392,2024-02-07 14:15:29,477
5265.86,2,392,2024-10-10 14:15:29,276
3854.73,2,392,2024-06-05 14:15:29,368
3727.66,1,124,2024-09-20 14:15:29,427
7561.43,1,356,2024-02-14 14:15:29,320
8213.58,2,840,2024-03-03 14:15:29,61
5012.52,2,392,2024-11-19 14:15:29,264
4331.66,2,124,2024-11-15 14:15:29,463
8547.6,1,840,2024-06-27 14:15:29,351
3699.28,1,124,2024-06-24 14:15:29,441
260.19,2,392,2024-04-11 14:15:29,486
7143.91,2,356,2024-01-03 14:15:29,287
791.72,1,124,2024-05-26 14:15:29,433
1561.03,2,392,2023-12-24 14:15:29,326
3156.48,1,124,2023-12-14 14:15:29,280
9086.94,1,356,2024-07-04 14:15:29,37
469.56,1,392,2024-03-27 14:15:29,436
8747.52,2,840,2024-07-04 14:15:29,132
6849.25,1,392,2024-03-08 14:15:29,591
8423.36,2,840,2024-10-12 14:15:29,484
3341.76,1,392,2024-04-14 14:15:29,213
131.68,1,356,2024-01-26 14:15:29,555
6467.32,1,356,2024-09-06 14:15:29,219
7811.73,2,392,2024-11-08 14:15:29,285
8718.91,1,392,2024-08-03 14:15:29,109
1480.03,1,840,2023-12-15 14:15:29,198
4990.77,1,392,2024-03-12 14:15:29,531
7805.91,1,392,2024-06-13 14:15:29,368
3771.66,1,840,2024-02-03 14:15:29,344
3180.33,2,392,2024-11-24 14:15:29,192
4150.69,2,840,2024-09-15 14:15:29,152
5422.86,2,356,2024-01-20 14:15:29,210
8133.35,2,840,2024-07-05 14:15:29,564
790.37,2,840,2024-09-02 14:15:29,600
2734.18,2,392,2024-11-05 14:15:29,210
9578.0,2,392,2024-02-02 14:15:29,576
7430.73,2,840,2024-02-19 14:15:29,567
6395.42,1,840,2024-05-16 14:15:29,371
822.15,2,840,2024-07-08 14:15:29,41
1719.6,2,124,2023-12-18 14:15:29,265
6674.3,2,356,2023-12-29 14:15:29,299
5524.64,2,356,2024-04-26 14:15:29,264
1382.1,2,392,2024-01-01 14:15:29,341
5974.83,1,356,2024-04-30 14:15:29,34
8215.05,2,392,2024-01-07 14:15:29,133
3083.02,2,840,2024-03-23 14:15:29,259
199.35,1,392,2024-11-05 14:15:29,428
7241.49,2,840,2024-03-20 14:15:29,221
4503.26,1,840,2023-12-30 14:15:29,302
7748.03,1,124,2024-08-25 14:15:29,198
9241.94,2,356,2024-01-06 14:15:29,224
453.37,1,356,2024-03-24 14:15:29,47
9257.23,2,356,2024-08-21 14:15:29,323
1044.15,2,356,2024-07-01 14:15:29,114
2399.64,1,392,2024-07-17 14:15:29,285
2806.44,2,124,2024-08-15 14:15:29,397
2663.52,1,392,2024-03-03 14:15:29,208
7154.77,1,840,2024-12-01 14:15:29,391
959.62,2,356,2024-09-07 14:15:29,173
2778.03,1,124,2023-12-23 14:15:29,87
1729.54,2,356,2024-04-05 14:15:29,565
1539.82,1,124,2024-11-21 14:15:29,299
4596.53,2,356,2024-06-23 14:15:29,337
3596.62,2,392,2023-12-21 14:15:29,569
7502.5,2,392,2024-03-02 14:15:29,101
2173.07,2,392,2024-02-20 14:15:29,315
1000.07,2,356,2024-06-02 14:15:29,259
3773.24,2,124,2023-12-28 14:15:29,82
7342.87,2,356,2024-02-01 14:15:29,570
9503.58,2,124,2024-07-11 14:15:29,499
7973.56,1,392,2024-11-22 14:15:29,144
8399.95,2,124,2024-04-08 14:15:29,410
526.95,2,356,2024-07-26 14:15:29,345
9687.58,1,392,2024-09-11 14:15:29,544
9447.97,2,124,2024-10-10 14:15:29,376
9296.48,1,124,2024-01-20 14:15:29,162
1077.06,1,840,2024-11-22 14:15:29,372
7378.16,1,840,2024-03-30 14:15:29,34
5969.92,1,124,2024-09-08 14:15:29,454
2196.32,2,840,2024-11-26 14:15:29,341
4580.98,2,840,2024-04-27 14:15:29,52
8643.07,2,392,2024-10-09 14:15:29,301
5017.2,1,392,2024-09-26 14:15:29,326
6568.99,1,124,2024-02-21 14:15:29,325
7220.85,1,124,2024-01-21 14:15:29,342
7523.13,2,124,2024-02-27 14:15:29,598
8115.71,2,392,2023-12-22 14:15:29,286
9419.21,1,392,2024-10-20 14:15:29,17
4928.46,2,356,2024-08-10 14:15:29,548
1958.48,2,356,2024-02-16 14:15:29,188
5926.03,2,124,2024-11-25 14:15:29,541
8987.82,1,392,2024-03-01 14:15:29,321
2723.57,1,356,2024-06-01 14:15:29,543
4229.89,2,392,2024-11-16 14:15:29,261
8332.57,2,356,2024-05-25 14:15:29,504
8234.07,1,124,2024-03-06 14:15:29,570
4715.77,1,840,2023-12-17 14:15:29,334
9366.29,2,392,2023-12-09 14:15:29,115
7810.39,2,124,2024-06-30 14:15:29,349
7115.05,2,840,2023-12-27 14:15:29,377
3675.37,1,392,2024-11-08 14:15:29,130
8954.3,2,356,2024-09-23 14:15:29,317
4267.57,2,356,2024-01-10 14:15:29,218
9517.93,2,840,2024-11-03 14:15:29,443
9029.47,1,840,2024-04-10 14:15:29,589
5751.11,2,392,2024-07-21 14:15:29,514
2991.6,1,124,2023-12-25 14:15:29,327
5354.6,1,356,2024-11-27 14:15:29,348
8149.84,1,840,2024-08-05 14:15:29,353
4189.52,1,124,2024-10-19 14:15:29,431
5016.24,2,840,2024-09-12 14:15:29,416
1587.03,2,840,2024-06-08 14:15:29,76
1058.14,1,124,2024-07-24 14:15:29,453
5103.86,1,392,2024-04-18 14:15:29,20
3988.41,1,356,2024-08-07 14:15:29,402
7525.69,2,124,2024-05-19 14:15:29,472
7218.92,1,124,2023-12-19 14:15:29,571
2792.99,2,356,2024-09-26 14:15:29,13
6711.45,2,124,2024-07-15 14:15:29,127
9119.22,1,356,2024-09-29 14:15:29,277
4728.31,1,356,2023-12-14 14:15:29,426
3669.6,2,124,2024-09-11 14:15:29,70
7187.49,1,356,2024-06-27 14:15:29,85
5904.56,2,124,2024-07-09 14:15:29,533
3259.55,1,124,2024-08-14 14:15:29,536
1052.93,2,124,2024-02-23 14:15:29,60
225.9,2,840,2024-08-08 14:15:29,116
7646.57,1,840,2024-08-19 14:15:29,500
9052.37,1,124,2024-10-02 14:15:29,424
2062.72,1,840,2024-04-23 14:15:29,129
9286.48,2,124,2023-12-20 14:15:29,109
3757.96,2,392,2024-04-24 14:15:29,116
2409.72,1,840,2023-12-16 14:15:29,182
8252.92,2,840,2024-10-29 14:15:29,41
9771.5,1,840,2024-01-19 14:15:29,75
3158.47,1,124,2024-09-11 14:15:29,545
4268.77,1,840,2024-01-21 14:15:29,197
9192.65,1,840,2024-11-14 14:15:29,499
6498.95,2,124,2024-01-12 14:15:29,233
9398.08,2,124,2024-09-14 14:15:29,504
9449.53,1,124,2024-09-26 14:15:29,275
2759.83,1,392,2024-03-16 14:15:29,192
6654.02,2,124,2024-11-16 14:15:29,204
8662.26,1,840,2024-08-28 14:15:29,513
5220.09,1,124,2024-11-06 14:15:29,380
3778.2,2,392,2024-06-10 14:15:29,66
1652.9,2,356,2024-10-08 14:15:29,288
6522.45,1,356,2024-10-13 14:15:29,467
8377.15,2,124,2024-08-11 14:15:29,462
1318.36,2,124,2024-08-03 14:15:29,322
8038.61,2,124,2023-12-22 14:15:29,171
4725.24,2,356,2024-05-04 14:15:29,483
7217.16,2,356,2024-01-24 14:15:29,523
3694.79,2,356,2024-09-02 14:15:29,354
6669.57,2,124,2024-02-08 14:15:29,321
9431.8,2,356,2024-01-13 14:15:29,415
4410.71,1,124,2023-12-21 14:15:29,191
583.53,2,356,2024-06-15 14:15:29,268
5480.43,2,356,2024-03-12 14:15:29,515
8484.04,1,124,2024-01-09 14:15:29,264
8211.08,2,124,2024-06-02 14:15:29,416
3403.59,2,356,2024-07-29 14:15:29,325
4115.23,2,840,2024-01-30 14:15:29,421
8025.45,2,356,2024-09-10 14:15:29,486
2896.11,1,392,2024-04-01 14:15:29,411
7980.51,1,840,2024-10-24 14:15:29,13
5475.03,2,124,2024-03-01 14:15:29,575
7849.94,2,392,2024-02-29 14:15:29,74
1864.4,2,124,2024-01-28 14:15:29,96
7828.04,2,356,2024-02-05 14:15:29,442
8258.91,2,392,2023-12-07 14:15:29,332
7882.13,2,840,2024-08-06 14:15:29,360
2287.69,1,356,2024-06-28 14:15:29,418
4645.54,1,124,2024-06-13 14:15:29,265
4377.94,2,840,2024-11-12 14:15:29,342
2454.63,1,356,2023-12-30 14:15:29,589
105.7,1,840,2024-09-02 14:15:29,73
2178.06,1,356,2024-08-12 14:15:29,397
4542.47,1,392,2024-08-13 14:15:29,398
574.17,2,356,2024-06-27 14:15:29,377
7513.56,1,356,2024-08-20 14:15:29,113
2429.6,1,392,2024-08-27 14:15:29,441
8568.53,1,840,2024-01-29 14:15:29,124
759.25,1,124,2024-02-16 14:15:29,394
5192.07,1,392,2024-05-18 14:15:29,523
4694.81,2,392,2024-02-08 14:15:29,80
882.11,2,356,2024-08-11 14:15:29,351
7635.41,2,392,2024-05-10 14:15:29,176
3245.62,2,356,2024-07-11 14:15:29,33
146.64,2,840,2024-02-11 14:15:29,300
7464.41,2,124,2024-05-17 14:15:29,445
5964.29,1,840,2024-11-10 14:15:29,514
2146.02,1,124,2024-05-31 14:15:29,23
1660.87,1,124,2024-02-14 14:15:29,579
2585.33,1,356,2024-07-15 14:15:29,196
3016.34,2,356,2024-03-07 14:15:29,478
4529.02,1,124,2024-02-05 14:15:29,593
725.08,2,392,2024-10-07 14:15:29,471
1453.11,1,356,2023-12-20 14:15:29,535
4913.18,2,356,2024-11-13 14:15:29,370
9876.94,1,356,2024-09-09 14:15:29,526
929.73,1,392,2024-03-31 14:15:29,202
1886.16,1,356,2024-09-13 14:15:29,124
8948.11,1,392,2024-07-21 14:15:29,374
8043.86,1,124,2024-08-02 14:15:29,547
8266.97,2,840,2024-11-14 14:15:29,287
9623.26,2,356,2024-11-18 14:15:29,205
1772.62,2,840,2024-04-18 14:15:29,191
5855.87,2,392,2024-05-25 14:15:29,474
8208.51,1,840,2024-09-23 14:15:29,52
7956.96,2,392,2024-05-16 14:15:29,304
2187.48,2,124,2024-08-20 14:15:29,317
8657.84,1,124,2024-05-23 14:15:29,142
4207.52,1,356,2024-11-15 14:15:29,219
9981.81,2,840,2024-05-08 14:15:29,372
8458.3,1,124,2024-10-12 14:15:29,355
8732.36,1,840,2024-10-17 14:15:29,382
8080.13,2,356,2024-01-18 14:15:29,412
5113.01,1,356,2024-01-07 14:15:29,274
7031.89,2,124,2023-12-10 14:15:29,10
1843.0,1,124,2024-09-07 14:15:29,410
2970.81,2,392,2024-03-21 14:15:29,491
1740.17,2,124,2024-11-04 14:15:29,336
702.76,1,392,2024-08-13 14:15:29,577
5460.68,1,840,2024-09-15 14:15:29,135
7877.57,2,392,2024-06-10 14:15:29,37
7344.04,2,840,2024-07-29 14:15:29,343
1915.29,1,124,2024-08-29 14:15:29,313
3585.18,2,392,2024-07-21 14:15:29,424
7757.44,1,124,2024-11-11 14:15:29,85
1387.9,2,392,2024-03-06 14:15:29,167
8082.12,1,840,2024-04-18 14:15:29,163
3710.34,2,392,2024-09-13 14:15:29,534
6532.08,2,840,2024-01-08 14:15:29,389
3693.02,2,356,2024-08-03 14:15:29,52
3869.91,1,124,2024-06-26 14:15:29,554
5442.71,1,392,2024-07-20 14:15:29,469
2188.74,2,840,2024-07-07 14:15:29,452
822.7,2,392,2024-03-01 14:15:29,228
4348.07,2,124,2024-05-28 14:15:29,598
6648.04,2,392,2024-07-02 14:15:29,120
4537.74,1,356,2024-04-10 14:15:29,146
8622.71,2,840,2024-11-19 14:15:29,275
4173.04,2,392,2024-11-08 14:15:29,66
3627.93,1,356,2024-06-04 14:15:29,534
5015.89,1,840,2024-11-13 14:15:29,538
9957.05,1,840,2024-04-19 14:15:29,187
1696.86,1,392,2024-07-31 14:15:29,312
5166.8,2,124,2024-09-12 14:15:29,106
8111.8,1,392,2024-02-07 14:15:29,24
719.0,2,124,2024-08-29 14:15:29,305
9639.62,1,840,2024-03-15 14:15:29,500
3480.0,1,392,2024-09-09 14:15:29,476
9945.78,1,392,2024-10-06 14:15:29,288
8468.12,2,840,2024-01-25 14:15:29,559
5452.54,2,840,2024-04-21 14:15:29,106
9628.58,1,356,2024-03-11 14:15:29,267
7959.97,1,392,2024-07-21 14:15:29,453
2975.57,2,124,2024-03-04 14:15:29,363
420.42,1,356,2024-06-06 14:15:29,578
3747.12,1,356,2024-02-20 14:15:29,17
8280.84,1,392,2024-11-27 14:15:29,87
2591.48,1,356,2024-10-22 14:15:29,301
2633.76,1,840,2024-03-07 14:15:29,168
8617.14,1,356,2024-10-21 14:15:29,158
2080.55,2,840,2024-07-06 14:15:29,142
7788.56,2,840,2024-06-04 14:15:29,493
5780.15,1,392,2024-09-21 14:15:29,26
7098.6,1,840,2024-07-28 14:15:29,512
3883.55,2,840,2024-04-06 14:15:29,187
6708.42,2,392,2024-09-12 14:15:29,218
9536.0,2,124,2024-03-21 14:15:29,331
8264.46,2,124,2024-07-27 14:15:29,174
6199.91,2,124,2024-04-18 14:15:29,37
8708.86,1,124,2023-12-05 14:15:29,339
4634.94,2,356,2024-04-12 14:15:29,284
4675.71,1,392,2024-06-09 14:15:29,28
7111.2,1,392,2024-07-25 14:15:29,526
1583.29,1,392,2024-05-08 14:15:29,88
7871.78,2,392,2024-07-21 14:15:29,549
5436.9,2,124,2024-04-15 14:15:29,273
6530.69,2,840,2024-07-24 14:15:29,535
9805.01,1,392,2024-01-26 14:15:29,55
9745.56,2,392,2024-09-16 14:15:29,72
1379.66,2,356,2024-08-01 14:15:29,360
761.19,1,356,2024-10-18 14:15:29,85
3882.81,1,356,2024-08-13 14:15:29,245
2389.33,2,124,2024-08-17 14:15:29,50
7080.42,2,392,2024-03-07 14:15:29,7
2529.14,1,124,2024-03-23 14:15:29,86
4065.51,2,840,2023-12-21 14:15:29,565
7523.32,1,392,2024-06-10 14:15:29,42
7101.12,2,124,2024-07-22 14:15:29,94
7229.11,2,840,2024-07-15 14:15:29,338
9738.54,2,356,2024-01-13 14:15:29,206
301.08,1,840,2024-03-25 14:15:29,198
4705.0,1,840,2024-04-26 14:15:29,536
1520.68,2,392,2024-03-15 14:15:29,46
6475.4,2,356,2024-09-08 14:15:29,304
2363.14,1,124,2024-01-19 14:15:29,145
488.61,2,840,2024-02-25 14:15:29,529
1658.7,2,124,2024-06-16 14:15:29,17
2016.6,2,840,2024-02-20 14:15:29,50
6234.17,2,356,2024-10-02 14:15:29,130
2952.25,1,124,2024-07-09 14:15:29,275
7603.22,2,840,2024-07-14 14:15:29,38
1333.74,1,124,2024-02-08 14:15:29,412
5601.24,1,392,2024-11-20 14:15:29,66
8803.86,1,840,2024-11-25 14:15:29,44
7860.86,1,124,2024-11-01 14:15:29,544
5270.13,1,356,2024-11-18 14:15:29,347
6569.4,2,356,2024-07-14 14:15:29,398
6179.63,2,356,2024-11-10 14:15:29,508
7486.61,2,124,2024-02-14 14:15:29,180
6005.12,2,124,2024-01-31 14:15:29,166
8441.87,2,356,2024-05-08 14:15:29,340
3084.71,2,392,2024-07-31 14:15:29,342
238.48,2,356,2024-09-25 14:15:29,523
4270.57,2,356,2024-06-09 14:15:29,483
7008.47,1,356,2024-11-06 14:15:29,66
3794.59,2,124,2024-04-28 14:15:29,94
9053.69,1,392,2024-01-28 14:15:29,211
2289.44,1,356,2024-03-10 14:15:29,105
892.16,1,124,2024-02-02 14:15:29,23
1036.18,2,124,2024-08-15 14:15:29,110
6186.22,2,356,2024-08-04 14:15:29,138
815.63,2,392,2024-01-05 14:15:29,280
6620.04,2,124,2024-06-04 14:15:29,386
3062.12,2,356,2024-10-23 14:15:29,40
9294.32,1,392,2024-03-11 14:15:29,545
4208.14,1,124,2024-10-25 14:15:29,342
157.6,2,124,2024-02-17 14:15:29,211
6482.05,1,392,2024-09-04 14:15:29,523
4294.16,2,124,2024-07-07 14:15:29,108
6236.04,1,392,2024-04-27 14:15:29,357
1942.6,1,840,2023-12-08 14:15:29,353
4391.38,1,392,2024-03-19 14:15:29,254
6209.84,1,124,2023-12-10 14:15:29,8
1143.99,2,392,2024-08-16 14:15:29,432
4974.14,2,392,2024-05-14 14:15:29,288
7465.49,1,840,2024-11-06 14:15:29,435
1995.31,1,124,2024-06-14 14:15:29,156
6285.49,2,356,2024-07-07 14:15:29,121
1939.38,1,124,2024-08-23 14:15:29,392
3710.72,2,124,2024-07-20 14:15:29,177
9816.84,2,392,2024-07-09 14:15:29,100
236.18,1,392,2024-01-02 14:15:29,338
2690.93,1,124,2024-07-29 14:15:29,539
9881.98,1,356,2024-08-04 14:15:29,589
3332.85,1,392,2024-06-11 14:15:29,31
756.92,1,124,2023-12-09 14:15:29,526
9874.31,2,124,2024-02-19 14:15:29,156
474.73,1,392,2023-12-22 14:15:29,491
2116.46,1,124,2023-12-19 14:15:29,453
1961.74,1,124,2024-08-16 14:15:29,21
3548.97,1,392,2024-02-03 14:15:29,117
1544.57,1,392,2024-06-24 14:15:29,259
6854.92,2,392,2024-02-22 14:15:29,139
6375.9,2,124,2024-02-16 14:15:29,461
4587.46,1,392,2024-02-04 14:15:29,108
7896.36,2,356,2024-10-12 14:15:29,37
913.03,2,392,2024-09-16 14:15:29,194
455.43,2,392,2024-05-25 14:15:29,149
5128.08,2,392,2024-01-24 14:15:29,553
7616.44,2,840,2024-06-01 14:15:29,66
3870.12,2,840,2024-06-26 14:15:29,79
3224.04,1,392,2024-02-01 14:15:29,356
4853.1,2,124,2024-01-12 14:15:29,243
6110.95,2,840,2024-03-26 14:15:29,523
463.24,2,392,2024-05-21 14:15:29,202
5574.84,2,392,2024-11-05 14:15:29,228
3964.95,2,840,2024-04-16 14:15:29,585
5672.82,1,840,2023-12-13 14:15:29,470
8121.29,2,392,2024-07-14 14:15:29,10
4620.46,1,356,2024-04-01 14:15:29,465
8555.54,2,124,2024-11-15 14:15:29,372
1362.07,2,840,2024-01-27 14:15:29,248
9807.97,2,840,2023-12-06 14:15:29,239
3967.91,2,124,2024-05-12 14:15:29,167
2534.62,2,124,2024-01-18 14:15:29,416
1327.72,1,356,2024-03-13 14:15:29,113
2095.6,2,124,2024-02-20 14:15:29,5
6525.4,2,124,2023-12-28 14:15:29,359
7875.15,1,840,2024-02-04 14:15:29,223
4425.86,2,840,2024-03-23 14:15:29,374
3732.65,2,392,2024-09-17 14:15:29,421
4258.64,2,840,2024-07-01 14:15:29,201
5557.34,1,840,2024-02-29 14:15:29,10
1563.68,2,840,2024-04-10 14:15:29,562
6176.3,2,124,2024-09-10 14:15:29,263
3377.62,2,840,2024-05-11 14:15:29,558
4346.47,1,124,2024-06-12 14:15:29,419
8023.23,1,392,2024-12-01 14:15:29,217
1893.64,2,124,2024-06-04 14:15:29,354
4303.64,1,124,2024-11-20 14:15:29,519
640.24,1,840,2024-10-15 14:15:29,553
419.94,1,392,2024-05-23 14:15:29,544
2515.49,2,356,2023-12-10 14:15:29,142
229.52,1,392,2024-11-18 14:15:29,369
2221.18,1,840,2024-04-18 14:15:29,282
6820.63,2,840,2024-09-20 14:15:29,591
7866.0,1,840,2024-01-14 14:15:29,481
6357.13,1,124,2024-03-10 14:15:29,573
8043.75,1,124,2024-07-23 14:15:29,283
6503.22,2,124,2024-10-12 14:15:29,104
7017.59,2,124,2024-02-03 14:15:29,593
8782.07,2,840,2024-10-05 14:15:29,86
6173.64,1,840,2024-03-15 14:15:29,495
6360.79,2,124,2024-01-29 14:15:29,218
1409.8,2,840,2023-12-08 14:15:29,112
4535.3,1,356,2024-04-06 14:15:29,25
8093.16,2,124,2024-07-05 14:15:29,141
9224.12,2,392,2024-08-22 14:15:29,168
4134.07,2,392,2024-11-11 14:15:29,187
3328.72,2,356,2024-11-12 14:15:29,415
5778.0,1,840,2024-11-15 14:15:29,451
2965.51,2,392,2024-03-25 14:15:29,316
6906.28,2,392,2024-03-16 14:15:29,29
9164.27,2,840,2024-02-10 14:15:29,494
8955.68,2,356,2024-08-07 14:15:29,352
197.46,1,392,2024-05-01 14:15:29,435
9391.87,1,356,2024-07-30 14:15:29,131
486.62,2,124,2024-07-31 14:15:29,109
4963.4,1,356,2024-03-19 14:15:29,304
8710.38,1,124,2024-06-18 14:15:29,435
2954.89,2,392,2024-06-02 14:15:29,549
6598.98,1,840,2024-03-01 14:15:29,274
3772.14,1,840,2024-01-01 14:15:29,381
7797.7,2,124,2024-01-20 14:15:29,425
3866.3,2,356,2024-05-21 14:15:29,298
7385.59,1,356,2024-01-15 14:15:29,17
2388.32,1,124,2024-09-23 14:15:29,459
9384.23,2,392,2024-03-16 14:15:29,502
4019.16,1,356,2024-04-15 14:15:29,543
9091.94,1,840,2023-12-08 14:15:29,179
8612.62,1,840,2024-09-03 14:15:29,381
3772.22,2,392,2024-05-06 14:15:29,270
5069.15,2,840,2024-01-25 14:15:29,219
3259.63,1,356,2023-12-27 14:15:29,353
296.17,2,392,2024-03-24 14:15:29,116
3003.99,2,356,2024-01-21 14:15:29,495
8579.35,1,840,2023-12-05 14:15:29,542
381.71,1,124,2024-02-24 14:15:29,180
8421.5,2,124,2024-06-22 14:15:29,181
8639.76,1,124,2023-12-12 14:15:29,93
6557.97,2,392,2024-07-16 14:15:29,254
4264.01,2,392,2024-01-24 14:15:29,347
290.24,2,124,2024-07-17 14:15:29,449
2852.74,1,124,2024-02-12 14:15:29,332
6628.48,2,392,2024-07-03 14:15:29,156
5934.24,1,124,2024-07-19 14:15:29,507
4202.14,1,840,2024-10-09 14:15:29,439
7501.02,2,392,2024-10-16 14:15:29,367
9257.95,1,392,2024-05-07 14:15:29,231
2182.03,2,124,2024-07-24 14:15:29,359
2068.02,1,356,2024-09-03 14:15:29,88
2000.79,1,840,2024-09-12 14:15:29,161
9871.88,2,392,2024-02-21 14:15:29,557
6252.07,1,392,2024-03-06 14:15:29,61
1554.79,1,356,2024-09-01 14:15:29,60
5912.98,2,840,2023-12-09 14:15:29,314
1635.69,2,124,2024-05-28 14:15:29,202
7846.97,1,124,2023-12-29 14:15:29,92
5601.73,1,356,2024-07-16 14:15:29,515
4935.71,2,124,2024-06-27 14:15:29,367
2609.17,1,392,2024-04-07 14:15:29,394
6567.71,1,356,2024-05-12 14:15:29,63
4411.87,1,356,2024-05-05 14:15:29,42
3538.42,2,840,2024-09-16 14:15:29,12
5008.34,1,392,2024-07-21 14:15:29,288
1421.37,2,840,2024-07-08 14:15:29,339
3123.19,2,356,2024-03-23 14:15:29,364
7728.22,1,124,2024-08-12 14:15:29,279
9814.82,1,392,2024-03-27 14:15:29,265
9562.67,2,356,2024-08-28 14:15:29,57
988.56,1,392,2024-12-01 14:15:29,544
1416.25,1,840,2024-08-08 14:15:29,57
3139.12,1,840,2024-08-13 14:15:29,384
1267.44,1,392,2024-08-17 14:15:29,134
2064.79,1,124,2024-03-11 14:15:29,33
3584.92,2,392,2024-01-01 14:15:29,134
7826.54,1,840,2024-10-28 14:15:29,294
8213.92,2,356,2024-10-26 14:15:29,183
7429.38,1,356,2024-08-20 14:15:29,86
2303.9,1,392,2024-05-17 14:15:29,73
5219.16,1,124,2024-11-18 14:15:29,308
7250.42,2,840,2024-02-17 14:15:29,202
1227.18,2,124,2024-05-12 14:15:29,254
2509.36,1,124,2024-04-19 14:15:29,409
4835.19,2,124,2024-04-12 14:15:29,302
5063.99,2,356,2024-08-04 14:15:29,67
3006.35,2,392,2024-11-29 14:15:29,421
5200.98,1,124,2024-01-05 14:15:29,132
2510.65,2,840,2024-01-02 14:15:29,211
4905.72,1,356,2024-05-13 14:15:29,80
5289.53,2,124,2023-12-13 14:15:29,128
3461.06,1,840,2024-02-21 14:15:29,150
7328.72,2,124,2024-11-21 14:15:29,400
2628.44,2,356,2024-02-23 14:15:29,92
6987.75,2,840,2024-10-14 14:15:29,55
6858.43,1,356,2024-05-11 14:15:29,17
9398.09,1,124,2024-05-27 14:15:29,78
8092.81,2,840,2024-02-15 14:15:29,460
1494.34,1,124,2024-10-05 14:15:29,536
1265.42,2,392,2024-07-05 14:15:29,331
9909.5,2,124,2024-04-18 14:15:29,217
7644.39,2,356,2024-11-23 14:15:29,560
6463.71,2,392,2024-01-08 14:15:29,270
803.55,2,124,2024-09-03 14:15:29,37
4505.76,1,840,2024-11-11 14:15:29,280
926.11,2,356,2024-07-01 14:15:29,160
3914.94,2,840,2024-08-28 14:15:29,115
5399.38,1,124,2024-03-26 14:15:29,581
4792.29,2,356,2024-01-26 14:15:29,435
8209.5,1,392,2024-08-04 14:15:29,515
8983.8,2,840,2024-07-18 14:15:29,461
3915.35,2,392,2024-10-12 14:15:29,414
9064.57,2,840,2024-02-27 14:15:29,219
5697.79,1,124,2024-11-12 14:15:29,308
5599.29,1,840,2024-06-10 14:15:29,416
2594.47,2,356,2023-12-26 14:15:29,103
5227.0,2,356,2024-08-02 14:15:29,438
1004.18,1,840,2024-11-17 14:15:29,426
359.38,2,840,2024-07-13 14:15:29,488
4565.74,1,124,2024-03-06 14:15:29,442
4185.25,1,356,2024-06-11 14:15:29,549
7800.84,2,124,2024-08-09 14:15:29,213
8518.08,1,356,2024-09-13 14:15:29,468
2945.48,1,840,2024-05-12 14:15:29,564
6519.16,2,840,2024-04-03 14:15:29,201
2162.62,1,356,2024-04-04 14:15:29,466
9236.31,2,392,2024-12-02 14:15:29,333
6641.55,2,124,2024-09-27 14:15:29,42
7127.89,2,392,2024-08-13 14:15:29,327
8201.56,2,124,2024-12-01 14:15:29,177
3210.21,1,124,2024-07-25 14:15:29,111
6051.34,2,124,2024-09-17 14:15:29,5
7531.93,1,840,2024-10-23 14:15:29,484
4653.65,2,392,2024-10-01 14:15:29,9
8709.24,2,392,2024-12-02 14:15:29,28
1574.31,2,840,2024-07-29 14:15:29,2
7906.77,2,124,2024-09-24 14:15:29,294
7956.33,2,392,2024-08-22 14:15:29,193
9956.62,1,356,2024-08-15 14:15:29,3
2364.29,2,840,2024-07-06 14:15:29,539
6838.75,2,392,2023-12-22 14:15:29,367
2161.44,2,124,2024-11-28 14:15:29,13
5385.23,1,356,2024-10-14 14:15:29,289
8381.73,1,124,2024-08-27 14:15:29,356
7833.69,1,392,2024-04-18 14:15:29,51
2075.09,1,356,2024-03-02 14:15:29,208
4361.16,2,840,2024-07-18 14:15:29,517
8882.83,1,392,2024-10-31 14:15:29,179
7894.58,2,124,2024-01-01 14:15:29,502
4859.73,2,840,2024-02-13 14:15:29,358
6931.1,1,392,2024-05-04 14:15:29,301
739.22,2,392,2024-11-18 14:15:29,207
5189.45,1,392,2024-05-24 14:15:29,301
196.92,2,356,2024-06-09 14:15:29,592
6086.93,2,124,2023-12-08 14:15:29,251
1062.07,2,840,2024-06-17 14:15:29,433
4865.44,1,392,2024-11-05 14:15:29,252
9444.14,1,356,2024-06-13 14:15:29,440
2321.4,1,840,2024-03-13 14:15:29,80
3413.66,1,840,2024-02-13 14:15:29,484
9379.27,2,392,2024-07-14 14:15:29,364
2539.85,1,124,2023-12-13 14:15:29,181
3794.23,2,392,2024-04-19 14:15:29,201
9442.94,2,124,2024-10-09 14:15:29,460
5842.24,1,392,2024-08-06 14:15:29,167
4301.42,1,840,2024-04-13 14:15:29,516
1648.47,1,840,2024-04-06 14:15:29,377
5194.87,1,392,2024-08-03 14:15:29,419
8444.18,1,840,2024-02-02 14:15:29,262
486.57,1,392,2024-11-06 14:15:29,432
5140.44,1,356,2024-07-25 14:15:29,522
9865.34,1,840,2024-01-18 14:15:29,576
